date,N_risky,N_safe,wealth,p_curr,signal,pJ_t,sigmaJ_t,target_sigma,p_target
2020-07-13,1673.083583165969,207.13564376112902,162691.77733990908,0.9515478921651191,1,0.2084572318085948,0.01925387720673632,0.02540589563689869,0.951547892165119
2020-07-14,1690.18495611624,165.43870609105068,165361.61455795437,0.961404569222836,1,0.2092682030530998,0.019265339323255037,0.025639403898237673,0.9614045692228359
2020-07-15,1703.7810635141027,132.44165810521528,166528.7458218202,0.9689645387793532,1,0.21245547897455097,0.019257354133606512,0.025822044322731698,0.9689645387793532
2020-07-16,1714.9205735864916,105.59465729176577,164515.32839056745,0.9750878061568121,1,0.21179710745508962,0.0192613325995808,0.025966163061073102,0.9750878061568122
2020-07-17,1723.7702226432837,84.61407241084834,164250.74465329212,0.9797151635199133,1,0.21392327469803046,0.01926160634953273,0.02608002146497975,0.9797151635199133
2020-07-20,1730.539776537598,67.97799357315972,167592.1444419389,0.9842670991941579,1,0.21351228871595304,0.01925920732560659,0.026190213779524647,0.9842670991941579
2020-07-21,1730.4358721818367,68.22405091588578,165377.24744077458,0.9836239738596202,0,0.22770042758717887,0.01925493682896072,0.026174364097854556,0.9836239738596202
2020-07-22,1736.4451526773794,54.33019855880126,165907.65813434805,0.9866481233134885,1,0.2328042349899857,0.019276737636442918,0.02624443168907723,0.9866481233134885
2020-07-23,1736.448125396802,54.32361109778412,158447.81629403253,0.9860788749372178,0,0.22675884234614058,0.019286594345549704,0.0262320133288857,0.9860788749372178
2020-07-24,1634.1133433810267,279.55299646881394,158070.32990939415,0.9278774901493902,-1,0.22630809711760147,0.019285108264106798,0.024840854580409032,0.9278774901493902
2020-07-27,1659.0040468405498,223.4609303599228,161544.12224746967,0.9436001569783794,1,0.2254318261948329,0.01928160054690468,0.025216394300234025,0.9436001569783795
2020-07-28,1679.289375727301,178.21822112287575,158983.65335975282,0.9545774826468163,1,0.22766270663753166,0.019273474698510828,0.025474870792474773,0.9545774826468163
2020-07-29,1679.208944993918,178.40165477378295,161868.66660332173,0.9554894408417564,0,0.22740178738868122,0.019273579811102382,0.025499370102337385,0.9554894408417565
2020-07-30,1679.2953954213865,178.200725858948,163690.61001817093,0.9563365707378773,0,0.2232260395681439,0.019263388570872734,0.025517337884758153,0.9563365707378773
