date,money,shares,price,wealth,macd_signal,bayes_signal,rule_signal,action,g,trade_cash,trade_shares
2025-06-26,206889.4863902935,566.8663385542715,200.3901824951172,320483.93542352284,0,0,0,0,0.2,0.0,0.0
2025-06-27,206891.5552851574,566.8663385542715,200.46995544433594,320531.22491802607,0,0,0,0,0.2,0.0,0.0
2025-06-30,165514.8993605682,769.160257846323,204.54754638671875,322844.74288120953,0,1,0,1,0.2,-41378.72484014206,202.29391929205158
2025-07-01,132413.24360764946,928.9333575424964,207.18951416015625,324878.494644042,1,0,0,1,0.2,-33103.310901912366,159.77309969617335
2025-07-02,105931.65419206842,1053.9733855047764,211.7954864501953,329158.46008061175,1,1,1,1,0.2,-26482.91354801711,125.04002796227996
2025-07-03,84746.17080688829,1153.4864466896906,212.90213012695312,330325.89237969357,1,0,0,1,0.2,-21186.54270172207,99.51306118491429
2025-07-07,67797.6146148771,1234.462787843169,209.3130340576172,326186.76616955537,1,1,0,1,0.2,-16949.403653719273,80.9763411534785
2025-07-08,54238.6340728186,1299.2259967618309,209.37286376953125,326261.3016986669,1,0,0,1,0.2,-13559.65851820465,64.7632089186617
2025-07-09,43391.34116732747,1350.7597943225705,210.4994354248047,327725.5152667539,1,0,1,1,0.2,-10847.835291831867,51.53379756073962
2025-07-10,34713.420064591315,1391.7407462221383,211.7655792236328,329436.2053174534,1,0,0,1,0.2,-8678.355016147829,40.980951899567884
2025-07-11,34713.76719879196,1391.7407462221383,210.5193634033203,327702.14311593847,1,0,-1,0,0.2,0.0,0.0
2025-07-14,27771.29146917116,1425.1217764635555,207.98707580566406,324178.2024227993,1,1,-1,1,0.2,-6942.822867292791,33.381030241417136
2025-07-15,22217.25534566868,1451.7642890863517,208.47560119628906,324874.68830824905,1,0,0,1,0.2,-5554.313836417171,26.64251262279626
2025-07-16,22217.47751822214,1451.7642890863517,209.5224151611328,326394.63761227956,1,0,-1,0,0.2,0.0,0.0
2025-07-17,17774.159754397857,1472.9863729896147,209.38282775878906,326192.2117811258,1,0,0,1,0.2,-4443.539938599464,21.22208390326289
2025-07-18,17774.3374959954,1472.9863729896147,210.539306640625,327895.8671563179,1,0,-1,0,0.2,0.0,0.0
2025-07-21,14219.61219149629,1489.7678163097557,211.83535766601562,329805.1103987925,1,0,0,1,0.2,-3554.9030478740724,16.781443320141165
2025-07-22,11375.803510094565,1503.072878148809,213.74954223632812,332656.9431622427,1,0,0,1,0.2,-2843.9508775236413,13.305061839053115
2025-07-23,9100.733814503734,1513.7294598888336,213.50030517578125,332282.4354543402,1,0,0,1,0.2,-2275.1834536259335,10.65658174002471
2025-07-24,7280.6598574735035,1522.2703657499517,213.11146545410156,331693.92831979686,1,0,0,1,0.2,-1820.1649643683759,8.54090586111797
2025-07-25,5824.586131257663,1529.099324391182,213.2311248779297,331876.15512127173,1,0,0,1,0.2,-1456.1465328144159,6.828958641230397
2025-07-28,4659.71550169518,1534.558206741739,213.40061950683594,332135.3874896815,1,0,0,1,0.2,-1164.928875423795,5.458882350556993
2025-07-29,4659.762098850198,1534.558206741739,210.62904357910156,327882.2895013239,0,1,-1,0,0.2,0.0,0.0
2025-07-30,3727.846957176949,1539.0298536456976,208.415771484375,324485.9412422297,0,1,1,1,0.2,-931.9617392942373,4.471646903958546
2025-07-31,2982.307388517217,1542.6327136475252,206.94027709960938,322215.1486136584,0,0,1,1,0.2,-745.5768471293043,3.6028600018276076
2025-08-01,2385.869769272882,1545.5889469974636,201.76602172851562,314233.2028325167,0,1,0,1,0.2,-596.4674423182205,2.9562333499383344
2025-08-04,1908.71490237646,1547.9426760006172,202.7330780029297,315727.8981800733,0,0,1,1,0.2,-477.178725594115,2.35372900315369
2025-08-05,64539.846653899964,1238.3541408004937,202.3043670654297,315064.29731139785,-1,0,-1,-1,0.2,62631.11266437448,-309.5885352001235
2025-08-06,64540.492052366506,1238.3541408004937,212.60304260253906,327818.3502060045,0,-1,1,0,0.2,0.0,0.0
2025-08-07,118870.8189179173,990.683312640395,219.36245727539062,336189.5447604384,1,-1,-1,-1,0.2,54329.68146063027,-247.67082816009875
2025-08-08,95097.6061008852,1094.6586717563653,228.65419006347656,345395.8980872979,1,-1,1,1,0.2,-23774.4015252213,103.97535911597028
2025-08-11,76078.84566155696,1178.5391380101883,226.747802734375,343310.00564183143,1,0,1,1,0.2,-19019.711415389243,83.88046625382295
2025-08-12,76079.60645001358,1178.5391380101883,229.21310424804688,346216.22075114615,1,0,-1,0,0.2,0.0,0.0
2025-08-13,60864.293796862476,1243.876107041505,232.88612365722656,350545.7786756,1,0,0,1,0.2,-15216.073449215619,65.33696903131677
2025-08-14,60864.90243980045,1243.876107041505,232.337158203125,349863.54230658984,1,0,-1,0,0.2,0.0,0.0
2025-08-15,60865.51108882485,1243.876107041505,231.1494140625,348386.74439781223,1,0,-1,0,0.2,0.0,0.0
2025-08-18,48692.89579514859,1296.6996427708707,230.4507598876953,347518.31381779886,1,0,1,1,0.2,-12173.223948787148,52.823535729365695
2025-08-19,38954.70617928524,1339.0193802486972,230.1213836669922,347091.6987190338,1,0,0,1,0.2,-9738.67654482131,42.31973747782654
2025-08-20,31164.07658107763,1373.5570964825013,225.5800323486328,341011.13083829446,1,1,-1,1,0.2,-7791.019145269407,34.537716233804
2025-08-21,24931.510577474754,1401.3239155249603,224.47215270996094,339489.70653931407,1,0,0,1,0.2,-6232.877644368688,27.766819042458913
2025-08-22,24931.75989258053,1401.3239155249603,227.3267059326172,343490.10955346684,1,0,-1,0,0.2,0.0,0.0
2025-08-25,19945.607368143563,1423.316811275318,226.72784423828125,342651.159656701,0,0,1,1,0.2,-4986.401842035892,21.992895750357846
2025-08-26,85097.78202727086,1138.6534490202544,228.87376403808594,345705.6828394853,0,0,-1,-1,0.2,65151.97520305362,-284.66336225506365
2025-08-27,85098.63300509113,1138.6534490202544,230.05152893066406,347047.5998743746,0,0,0,0,0.2,0.0,0.0
2025-08-28,68079.58719313695,1211.9779102188875,232.11758422851562,349400.97185146995,0,0,1,1,0.2,-17019.89679828424,73.32446119863309
2025-08-29,68080.26798900888,1211.9779102188875,231.69837951660156,348893.5857966423,0,0,0,0,0.2,0.0,0.0
