Date,price,macd,signal,cross_zero
2011-05-16,9.98667049407959,-0.00575032303187939,0.030853409170538734,-1.0
2011-07-05,10.469974517822266,0.03223623957760857,-0.05216830234959807,1.0
2011-08-22,10.680013656616211,-0.023690336894523156,0.08834417783877828,-1.0
2011-08-25,11.197773933410645,0.003379090565369225,0.04382970692298964,1.0
2011-10-05,11.33350944519043,-0.017754821200501425,0.09888867861067437,-1.0
2011-10-12,12.050823211669922,0.024326494388740016,0.01679538778137084,1.0
2011-11-11,11.524368286132812,-0.029560752139314417,0.039914019634298754,-1.0
2011-12-09,11.794036865234375,0.002188882598831654,-0.06946479801185299,1.0
2011-12-14,11.39163589477539,-0.0041982293723688,-0.032202462203955944,-1.0
2011-12-21,11.87883472442627,0.01974276781344031,-0.017018131597542376,1.0
2012-05-02,17.55772590637207,-0.005850412088044266,0.10453469338265149,-1.0
2012-06-12,17.263486862182617,0.007911279529622561,-0.060142468714554566,1.0
2012-10-08,19.20359230041504,-0.06511972367347951,0.11990890235488472,-1.0
2013-03-25,14.095274925231934,0.003136095873770728,-0.14762724725267004,1.0
2013-04-01,13.041122436523438,-0.0457085989177024,-0.061606098442207685,-1.0
2013-05-03,13.681761741638184,0.03911339746178655,-0.1383278300680776,1.0
2013-06-13,13.343220710754395,-0.004936755038475127,0.051883888407626595,-1.0
2013-07-17,13.170291900634766,0.0018460988447870363,-0.09031413681983158,1.0
2013-09-16,13.867573738098145,-0.00940498567558734,0.200489880032372,-1.0
2013-09-25,14.8352689743042,0.0024131546716130714,0.009194036186527145,1.0
2014-01-09,16.625944137573242,-0.01357179059309388,0.10061343106570422,-1.0
2014-01-23,17.235172271728516,0.020979858564697196,0.00456431503403689,1.0
2014-01-28,15.695661544799805,-0.08966149120553624,-0.011438917253919063,-1.0
2014-02-18,17.02069091796875,0.025873692914085922,-0.12004057288386959,1.0
2014-02-25,16.27469253540039,-0.0197616626687811,-0.035099751796576185,-1.0
2014-03-10,16.550891876220703,0.0006689233357626279,-0.01832436318298018,1.0
2014-03-17,16.42058563232422,-0.0010993706786486257,0.003120054715317497,-1.0
2014-03-18,16.565858840942383,0.0030974310199987087,0.0031155299762537394,1.0
2014-04-08,16.317712783813477,-0.003447444261887256,0.04613184578213349,-1.0
2014-04-24,17.699649810791016,0.04708300729718218,-0.037318580067537487,1.0
2014-10-07,21.777162551879883,-0.010379535747873092,0.06134992196321948,-1.0
2014-10-08,22.2292423248291,0.005710393510401701,0.05022201627265593,1.0
2014-10-14,21.777162551879883,-0.008218869702862008,0.02802197328028987,-1.0
2014-10-22,22.712200164794922,0.03236660462461316,-0.028302770296660566,1.0
2014-12-16,23.643461227416992,-0.04566835520204293,0.2700321794587917,-1.0
2014-12-24,24.808467864990234,0.0015281557038768767,0.05492439488705915,1.0
2015-01-02,24.214895248413086,-0.03228275976650252,0.03224261774451955,-1.0
2015-01-26,25.04988670349121,0.004689229092353031,-0.10862899660562843,1.0
2015-01-27,24.172813415527344,-0.02128663306958245,-0.09116052389841924,-1.0
2015-01-28,25.53936767578125,0.06761736614652847,-0.0594049458894297,1.0
2015-05-13,28.136444091796875,-0.001341221761371969,0.0627469307996275,-1.0
2015-05-14,28.79290008544922,0.041750071074634576,0.05854755885462891,1.0
2015-06-12,28.395450592041016,-0.000602033323644946,0.09537718656957281,-1.0
2015-07-20,29.489561080932617,0.06612636914820058,-0.1171750905727639,1.0
2015-07-24,27.799272537231445,-0.022862894680162782,-0.02718571844727797,-1.0
2015-09-24,25.794273376464844,0.004592606180626291,-0.10743204979058148,1.0
2015-09-28,25.220075607299805,-0.013471283808769385,-0.06867503097730879,-1.0
2015-10-22,25.906423568725586,0.0373463587759737,-0.0829844153642944,1.0
2015-12-11,25.494720458984375,-0.03945931158767024,0.06507182139049586,-1.0
2016-03-02,22.817903518676758,0.013692374001010421,-0.17467007095848566,1.0
2016-04-27,22.154319763183594,-0.1418374631245385,0.16270763490172963,-1.0
2016-06-03,22.311988830566406,0.001381049398560208,-0.15766471832205167,1.0
2016-06-17,21.721834182739258,-0.04511836432648764,-0.003567852241171534,-1.0
2016-07-14,22.510225296020508,0.028826490939451332,-0.0741176307886542,1.0
2016-11-03,25.290546417236328,-0.06407101678748717,0.15788737234357994,-1.0
2016-12-09,26.239259719848633,0.013689790922207123,-0.07700821375547864,1.0
2017-06-14,33.70947265625,-0.08486623105381597,0.24138215394729,-1.0
2017-07-18,34.85201644897461,0.03671390157698795,-0.16411818614196597,1.0
2017-09-21,35.76055145263672,-0.05099104954138056,0.19899254939252076,-1.0
2017-10-16,37.27359390258789,0.002881324031605459,-0.13864578871251718,1.0
2018-01-29,39.29808807373047,-0.020374717572948953,0.21074478526054172,-1.0
2018-02-22,40.524879455566406,0.04701706779466264,-0.3062589863170231,1.0
2018-03-23,38.748836517333984,-0.07077747769661613,0.3147939429201951,-1.0
2018-04-16,41.304840087890625,0.06322407153927401,-0.10230634490871325,1.0
2018-04-23,38.81931686401367,-0.11613439125085279,0.009399276101460366,-1.0
2018-05-04,43.18661117553711,0.1890872541660258,-0.1737975115873029,1.0
2018-06-26,43.4946403503418,-0.034901519137690684,0.2748090860925361,-1.0
2018-07-09,44.94499206542969,0.02934555328215538,-0.0030164104236596895,1.0
2018-10-18,51.123260498046875,-0.05301439191929802,0.20727370881513488,-1.0
2019-02-01,39.546104431152344,0.052548056182530445,-0.5220672592264205,1.0
2019-05-14,45.16946792602539,-0.03904956253876435,0.6263494872814136,-1.0
2019-06-14,46.14632034301758,0.07545424915753784,-0.435730859549503,1.0
2019-08-12,48.18181610107422,-0.009030045798155584,0.2438538967609279,-1.0
2019-08-13,50.22224426269531,0.12714508262768476,0.22051213393427926,1.0
