x,normal_cdf,logistic_cdf
-0.09340767812301048,0.0019958822084392832,0.0004910759626083001
-0.09268083344743944,0.0021413262073559057,0.0005208604493032795
-0.09195398877186839,0.0022963169148567963,0.0005524504108880943
-0.09122714409629737,0.002461399171440809,0.0005859551667903368
-0.09050029942072632,0.0026371429723919286,0.0006214906400101884
-0.08977345474515527,0.002824144224859259,0.0006591797540683262
-0.08904661006958425,0.0030230255008633833,0.000699152853571014
-0.0883197653940132,0.0032344367840437516,0.0007415481497669374
-0.08759292071844219,0.003459056207840818,0.0007865121925464857
-0.08686607604287114,0.0036975907826868803,0.0008342003704140849
-0.08613923136730009,0.003950777109659752,0.0008847774400478268
-0.08541238669172907,0.004219382077936557,0.0009384180871483446
-0.08468554201615802,0.004504203543269083,0.0009953075203705608
-0.08395869734058697,0.004806070984589729,0.0010556421002277225
-0.08323185266501595,0.0051258461357482485,0.0011196300049572704
-0.0825050079894449,0.005464423589274143,0.0011874919354423615
-0.08177816331387389,0.0058227313689594535,0.0012594618613914457
-0.08105131863830284,0.0062017314679621415,0.0013357878110914342
-0.08032447396273179,0.006602420349041279,0.0014167327071670569
-0.07959762928716077,0.007025829403453982,0.0015025752509008046
-0.07887078461158972,0.007473025364969689,0.0015936108577934433
-0.07814393993601867,0.007945110675391725,0.00169015264717496
-0.07741709526044765,0.008443223797919763,0.001792532488809555
-0.07669025058487661,0.00896853947463988,0.0019011021095755533
-0.07596340590930559,0.009522268924392762,0.0020162342634417714
-0.07523656123373454,0.010105659977246302,0.0021383239681055364
-0.07450971655816349,0.010719997141785603,0.0022677898118034136
-0.07378287188259247,0.01136660160143401,0.0024050753339536915
-0.07305602720702142,0.012046831136032365,0.0025506504834385255
-0.07232918253145038,0.012762079964930912,0.0027050131584828384
-0.07160233785587936,0.013513778507891584,0.0028686908322356026
-0.07087549318030831,0.014303393060156126,0.003042242268305592
-0.07014864850473726,0.015132425378108456,0.003226259330646649
-0.06942180382916624,0.016002412172051842,0.003421368892326045
-0.06869495915359519,0.016914924502727052,0.0036282348478404646
-0.06796811447802417,0.017871567078322926,0.0038475602337666066
-0.06724126980245312,0.018873977448873796,0.004080089462644339
-0.06651442512688208,0.01992382509509729,0.004326610675086525
-0.06578758045131106,0.02102281040890602,0.004587958215188938
-0.06506073577574001,0.02217266356302292,0.004865015234371129
-0.06433389110016896,0.023375143267345223,0.005158716428811374
-0.06360704642459794,0.024632035409937664,0.005470050915641249
-0.06288020174902689,0.025945151580786165,0.005800065253031824
-0.06215335707345587,0.027316327476714256,0.006149866609228782
-0.061426512397884825,0.028747421186154993,0.006520626085471246
-0.06069966772231378,0.030240311352774153,0.00691358219755013
-0.05997282304674276,0.031796895217267036,0.007330044520519841
-0.05924597837117171,0.03341908653698979,0.007771397500761231
-0.05851913369560066,0.035108813383441226,0.008239104439193774
-0.05779228902002964,0.03686801581798529,0.008734711648941282
-0.057065444344458593,0.03869864344658666,0.009259852790152168
-0.05633859966888757,0.040602652854732635,0.009816253383951477
-0.055611754993316526,0.04258200492412699,0.01040573550664118
-0.05488491031774548,0.0446386620331601,0.011030222664249552
-0.05415806564217446,0.04677458514359786,0.011691744846344549
-0.05343122096660341,0.04899173077636749,0.012392443756647073
-0.05270437629103236,0.05129204787976997,0.013134578216388339
-0.05197753161546134,0.05367747459390207,0.013920529734528349
-0.051250686939890294,0.056149934915529,0.014752808236863557
-0.050523842264319246,0.05871133526810643,0.015634057943676147
-0.049796997588748226,0.06136356098211698,0.016567063382887767
-0.04907015291317718,0.06410847269133975,0.01755475552264611
-0.04834330823760616,0.06694790265113115,0.01860021800386364
-0.04761646356203511,0.06988365098524707,0.019706693449415787
-0.04688961888646406,0.0729174818681767,0.020877589822452493
-0.04616277421089304,0.07605111965039832,0.02211648680155865
-0.045435929535321995,0.07928624493438713,0.02342714213527641
-0.04470908485975095,0.08262449060961524,0.02481349793275022
-0.04398224018417993,0.08606743785518417,0.026279686840944824
-0.04325539550860888,0.08961661211909938,0.0278300380519901
-0.04252855083303786,0.09327347908356087,0.02946908307670542
-0.04180170615746681,0.09703944062597708,0.031201561212239368
-0.041074861481895764,0.1009158307857212,0.03303242462301183
-0.040348016806324744,0.10490391174693653,0.0349668429447817
-0.039621172130753696,0.10900486984795854,0.037010207311687096
-0.03889432745518265,0.1132198116281441,0.03916813369555548
-0.03816748277961163,0.11754975992310657,0.04144646543570625
-0.03744063810404058,0.12199565001951185,0.04385127482593443
-0.03671379342846956,0.12655832588072463,0.046388863613469986
-0.03598694875289851,0.13123853645469247,0.04906576225258273
-0.035260104077327464,0.13603693207550221,0.05188872774329157
-0.034533259401756444,0.1409540609700763,0.054864739873556875
-0.033806414726185396,0.14599036588144143,0.058000995671602745
-0.03307957005061435,0.15114618081994885,0.06130490186393234
-0.0323527253750433,0.15642172795371967,0.06478406512449615
-0.03162588069947231,0.16181711464944237,0.06844627989173524
-0.03089903602390126,0.16733233067446507,0.07229951352330444
-0.030172191348330213,0.17296724557088622,0.07635188855367861
-0.029445346672759165,0.17872160621208794,0.08061166181814078
-0.028718501997188117,0.18459503455182524,0.08508720020843516
-0.02799165732161707,0.19058702557563528,0.08978695283134219
-0.027264812646046077,0.19669694546392713,0.09471941935228763
-0.02653796797047503,0.20292402997567238,0.09989311432259762
-0.02581112329490398,0.20926738306112896,0.10531652731189467
-0.025084278619332934,0.21572597571152285,0.11099807869719308
-0.024357433943761886,0.22229864505303787,0.1169460709981708
-0.023630589268190894,0.22898409369187983,0.12316863569457856
-0.022903744592619846,0.23578088931654861,0.12967367551733963
-0.022176899917048798,0.24268746456278206,0.13646880227000327
-0.02145005524147775,0.24970211714595958,0.14356127031212135
-0.020723210565906702,0.25682301026501125,0.15095790592074038
-0.01999636589033571,0.26404817328114666,0.1586650328403005
