Date,price,macd,signal,cross_signal
2017-01-05,39.022499084472656,-0.05556639920924766,-0.09447525950420893,1.0
2017-02-03,40.5099983215332,0.6533184952482785,0.7058117948296831,-1.0
2017-02-16,42.207000732421875,0.5310653533365794,0.510259683763211,1.0
2017-02-28,42.25199890136719,0.5556310085159808,0.5768635624770608,-1.0
2017-03-29,43.715999603271484,0.257246236393847,0.24385050275656797,1.0
2017-04-19,44.959999084472656,0.6565430421006795,0.6749602302710406,-1.0
2017-04-28,46.2495002746582,0.6615053577026231,0.6336606151600656,1.0
2017-05-17,47.237998962402344,0.8612646607181915,0.8828571863817973,-1.0
2017-05-24,49.01750183105469,0.889613591065789,0.8665924732901205,1.0
2017-06-09,48.91550064086914,0.9143040866669025,1.017991326482424,-1.0
2017-07-12,50.32550048828125,0.1671101225191407,0.11181807118368975,1.0
2017-07-31,49.388999938964844,0.5435873826274289,0.6256440379174469,-1.0
2017-08-31,49.029998779296875,-0.4507375163052316,-0.5296861088966281,1.0
2017-09-22,47.755001068115234,-0.11447218539881732,-0.054579080176752136,-1.0
2017-10-04,48.272499084472656,-0.24078585765373361,-0.2510740117698972,1.0
2017-10-23,48.314998626708984,0.22257108638239487,0.2885670335394741,-1.0
2017-10-27,55.04750061035156,0.5308242360203508,0.2640929527241076,1.0
2017-11-17,56.49399948120117,1.7644881794749097,1.7822483621690663,-1.0
2017-11-24,59.29999923706055,1.7611430861284987,1.7257644637295337,1.0
2017-11-30,58.837501525878906,1.771406320645177,1.789178216245407,-1.0
2018-01-04,60.47949981689453,0.7772684489000241,0.7707540572243615,1.0
2018-02-07,70.83899688720703,2.717243153968454,2.7304311067398426,-1.0
2018-02-21,74.14600372314453,2.23060239039836,2.1710700173807824,1.0
2018-03-02,75.01249694824219,2.2907628502282336,2.3439323543599797,-1.0
2018-03-07,77.25,2.345625464838008,2.333509141619576,1.0
2018-03-16,78.58399963378906,2.4403892909055145,2.488516442564042,-1.0
2018-04-17,75.19149780273438,-0.6406676880598781,-0.8021529115225923,1.0
2018-05-16,79.36399841308594,1.4122888794101556,1.4195150602260922,-1.0
2018-05-31,81.48100280761719,1.1511517745229725,1.1352099558351167,1.0
2018-06-22,85.78350067138672,1.8603974886577674,1.8873850666132632,-1.0
2018-07-11,87.75,1.0863191094632327,1.045244299816039,1.0
2018-07-27,90.8635025024414,1.8160469110410418,1.869050684079225,-1.0
2018-08-08,94.32599639892578,1.5667269467815856,1.4697749706539094,1.0
