date,signal_source_date,N_risky,N_safe,wealth,p_curr,signal,pJ_t,sigmaJ_t,sigma_curr,sigma_risky_t,target_sigma,p_target,p_floor_applied
2025-08-22,2025-08-21,1120.2395473931908,758.9353081722328,308448.07606064307,0.831114323023421,-1,0.22757593851242583,0.008750184326340364,0.019669366710934735,0.021257894644483046,0.01748553023401586,0.831114323023421,0
2025-08-25,2025-08-22,1166.1234224182535,603.9087819603885,306548.51552716503,0.8670933385402192,1,0.22744139460762247,0.008750147494771468,0.017578201443687515,0.021328340277738334,0.01832822921049768,0.8670933385402192,0
2025-08-26,2025-08-25,1202.2291330709136,481.15118555673547,307328.22198554076,0.8946846186784364,1,0.22804752019575164,0.008775710296776103,0.01834663168854627,0.021329520247386522,0.018943209400314322,0.8946846186784363,0
2025-08-27,2025-08-26,1230.871444540592,383.73594279988777,307868.2158645727,0.9160323957802834,1,0.2283932840177146,0.008774834826103226,0.018924166952047808,0.02130686606626189,0.019400706774890624,0.9160323957802834,0
2025-08-28,2025-08-27,1253.2972229728798,306.1080548608816,310744.263604405,0.9340917226377514,1,0.22839466385508156,0.008775038789868265,0.01943109343418597,0.021306738261892277,0.01980622239972723,0.9340917226377514,0
2025-08-29,2025-08-28,1271.4165394420577,244.65763431452984,307674.43174841267,0.9463067368896939,1,0.22869936124016974,0.008776975862629485,0.019785049491771553,0.021314448736588155,0.020090929340734875,0.9463067368896938,0
2025-09-02,2025-08-29,1271.4165394420577,244.65763431452984,303037.80639934103,0.9454298846271938,0,0.229212714624304,0.00877932604035586,0.020075757415245192,0.021321336852546634,0.020075757415245192,0.9454298846271938,0
2025-09-03,2025-09-02,1286.013114546522,195.80502495470577,303847.4749487917,0.9564868388971459,1,0.2286443533575631,0.0087807874658516,0.020080477906168025,0.021320440787773502,0.02032847048248912,0.9564868388971459,0
2025-09-04,2025-09-03,1286.013114546522,195.80502495470594,316167.11061299127,0.9586308987979508,0,0.22900045294066287,0.008760046904507955,0.02035732435237637,0.021302546957068524,0.02035732435237637,0.9586308987979508,0
2025-09-05,2025-09-04,1286.013114546522,195.80502495470645,311803.4033604538,0.9582301733632975,0,0.22679903656143408,0.008741390670796483,0.02044742868557927,0.02140646855591203,0.02044742868557927,0.9582301733632975,0
2025-09-08,2025-09-05,1297.0247613603647,156.45452568763946,316215.7323556077,0.9673469206945904,1,0.22638510214340402,0.008750414295344578,0.020484812546323457,0.021423342047486037,0.020672518446555974,0.9673469206945905,0
2025-09-09,2025-09-08,1305.6845562148549,125.39161895353648,319394.44915462413,0.9739251783125829,1,0.22870986026391518,0.008729561753707408,0.02058264172576101,0.021328876596392175,0.020731888699887242,0.9739251783125829,0
2025-09-10,2025-09-09,1312.845676922417,100.54270551509222,309061.56994334405,0.9784061707344108,1,0.22894605358085204,0.008736944020739601,0.020684300809835892,0.021301256870619813,0.020807692021992678,0.9784061707344107,0
2025-09-11,2025-09-10,1318.5861732714159,80.59736895390472,308543.0012050052,0.9827119245472541,1,0.22836527510467053,0.008735782850776194,0.020852672416130504,0.021348232404998647,0.020951784413904134,0.9827119245472541,0
2025-09-12,2025-09-11,1323.3219113023697,64.12325180819565,306121.4235852796,0.9862618644938179,1,0.2283489955572512,0.008737519783034385,0.0209220849937452,0.021318236595720623,0.021001315314140286,0.9862618644938179,0
2025-09-15,2025-09-12,1323.3219113023695,64.12325180819542,310443.57741090545,0.9865122119600014,0,0.22850735993072085,0.00875314557643741,0.020999906206988894,0.021309124516807835,0.020999906206988894,0.9865122119600014,0
2025-09-16,2025-09-15,1323.3219113023695,64.12325180819586,313912.59175058786,0.9866552203323571,0,0.22862206192902418,0.008753026247047515,0.021005537768407863,0.02131157922206995,0.021005537768407863,0.9866552203323571,0
2025-09-17,2025-09-16,1177.678303920861,574.3335206299098,310747.50185651804,0.8777989891282081,-1,0.2286832659746364,0.008743071975577459,0.020997041407990937,0.021310062099953477,0.01854624752150824,0.8777989891282081,0
2025-09-18,2025-09-17,1057.2266934755535,999.2584112354597,309959.67692378967,0.7886913750897312,-1,0.22895487888581403,0.00872852328332255,0.01856557725620879,0.021318169119290114,0.016598166461631543,0.7886913750897311,0
2025-09-19,2025-09-18,1115.4313072662092,793.6114257061141,310194.4187463989,0.8323813022936375,1,0.22913903419125442,0.008736638658151373,0.016605994352229043,0.021318538180476722,0.01754850311787858,0.8323813022936375,0
2025-09-22,2025-09-19,1115.4313072662092,793.6114257061142,305727.82668862777,0.8304956623331589,0,0.2291407024191273,0.008735999260265899,0.0175057388684137,0.021318321709056866,0.0175057388684137,0.8304956623331589,0
2025-09-23,2025-09-22,1163.9255723380586,630.9302871069075,298400.3883908609,0.8608903703861344,1,0.2290365427497628,0.008743464392207143,0.017370845651973582,0.021294579787632828,0.01815559247910543,0.8608903703861344,0
2025-09-24,2025-09-23,1202.0836903755508,502.71354020232735,297656.6399681741,0.889316151511129,1,0.22830047615639243,0.008736298411810095,0.018223245709855788,0.02137069717955964,0.01885273600379656,0.889316151511129,0
2025-09-25,2025-09-24,1077.8498992373186,919.197522017796,294947.31243541883,0.7972032258860866,-1,0.22847711278884814,0.008732414333139428,0.01884086300876094,0.021364092435017402,0.016819173273636637,0.7972032258860866,0
2025-09-26,2025-09-25,1077.8498992373186,919.1975220177962,296423.1702431687,0.7991610417779156,0,0.22771074206878023,0.008723399132685649,0.016867340154512637,0.02137154712790288,0.016867340154512637,0.7991610417779156,0
2025-09-29,2025-09-26,974.0813450319656,1273.1621306741606,299334.65883427125,0.7229755868730637,-1,0.22677552137266632,0.0087197061668849,0.01685210944981963,0.02131744624499118,0.015225628793232684,0.7229755868730637,0
2025-09-30,2025-09-29,974.0813450319656,1273.1621306741602,297153.6348022254,0.719759151542614,0,0.22727935836136393,0.008721925395757791,0.015138655644405141,0.02128388989959162,0.015138655644405141,0.719759151542614,0
2025-10-01,2025-09-30,974.0813450319655,1273.1621306741606,298763.75960913894,0.719336147703522,0,0.22730331197052092,0.008721941277947618,0.015135959507571238,0.02129469327988982,0.015135959507571238,0.719336147703522,0
2025-10-02,2025-10-01,974.0813450319654,1273.1621306741606,299643.7812741327,0.7230099506638891,0,0.22721740970876014,0.008719250705048458,0.01521141387732245,0.02129494880666185,0.01521141387732245,0.7230099506638891,0
2025-10-03,2025-10-02,887.807098488436,1561.2673005156732,297509.5437642646,0.6550463183350654,-1,0.22844588159149531,0.008718326829869278,0.015097290746541635,0.02126685367662145,0.013821497963207164,0.6550463183350654,0
2025-10-06,2025-10-03,986.4677046058297,1226.9539201451555,297896.70954140654,0.7314975390697223,1,0.22815192513487154,0.00871867384357419,0.013859747848689666,0.021206009471538917,0.015329000173259517,0.7314975390697223,0
2025-10-07,2025-10-06,986.4677046058298,1226.9539201451553,299599.7621596722,0.7302369158981447,0,0.22846207358690118,0.008723436254915,0.01530060800950314,0.021205589602005935,0.01530060800950314,0.7302369158981447,0
2025-10-08,2025-10-07,897.6929336218691,1533.559021139272,302182.46457796555,0.6690606746109525,-1,0.22873394516557174,0.008697752693736726,0.015384633771645829,0.021191080902302956,0.014047257556064008,0.6690606746109525,0
2025-10-09,2025-10-08,822.7668693829521,1794.2440525576344,304822.77930427133,0.6147077714485011,-1,0.22926136433415648,0.008700921899214663,0.014085491799971869,0.02120739206537496,0.013008577819820427,0.6147077714485011,0
2025-10-10,2025-10-09,760.147575454498,1999.1652672479497,296653.5016963554,0.5544284029985287,-1,0.22820082695413907,0.008694911409661808,0.012747498965782401,0.021209703700337774,0.011936981454558283,0.5544284029985287,0
2025-10-13,2025-10-10,705.5560461491468,2181.523491314207,298992.8659093217,0.5193158163538933,-1,0.22585688336118323,0.008694153547275655,0.012094979486880302,0.02135933175077268,0.011414814298959373,0.5193158163538933,0
2025-10-14,2025-10-13,658.8155940188456,2333.4304548173127,297923.9898024526,0.47851502687701736,-1,0.22390491793933015,0.008673801016784645,0.011309547323924293,0.021359812929426153,0.010782398062496364,0.47851502687701736,0
2025-10-15,2025-10-14,831.9572042328359,1769.257259884538,296394.1874978,0.605089533381083,1,0.22793999897224634,0.008671285685322789,0.01061156819947465,0.020701577673173446,0.01262957009421441,0.605089533381083,0
2025-10-16,2025-10-15,769.2663793656341,1970.9562916815678,296368.9359846325,0.5566864178037481,-1,0.23131300818624229,0.008569903393947868,0.01243557811965681,0.020555228140285986,0.011662443174515022,0.5566864178037481,0
2025-10-17,2025-10-16,769.2663793656341,1970.956291681568,296921.15180359967,0.5519462096243813,0,0.231660913790398,0.008573555071252585,0.011582803553957988,0.02055644349725684,0.011582803553957988,0.5519462096243813,0
2025-10-20,2025-10-17,715.8317136170838,2142.330936978035,299567.4300267092,0.5172900348066772,-1,0.23248501399445917,0.008579324480590513,0.01164439779525945,0.020559676124524185,0.011031383132325661,0.5172900348066772,0
2025-10-21,2025-10-20,670.1910048236697,2286.601524963307,309414.03969086125,0.48091711717918567,-1,0.23273349165545526,0.00857202254210445,0.010966429446975812,0.02055322785740854,0.01048754806600154,0.4809171171791857,0
2025-10-22,2025-10-21,670.1910048236697,2286.601524963307,305755.0363046449,0.477729260722693,0,0.2358616145115658,0.008822073933727952,0.010608565799064806,0.020598731770487714,0.010608565799064806,0.477729260722693,0
2025-10-23,2025-10-22,670.1910048236697,2286.6015249633074,305897.47529839876,0.48438623645916695,0,0.23495484482713394,0.008830536073547984,0.010720372189453395,0.020629225579844368,0.010720372189453395,0.48438623645916695,0
2025-10-24,2025-10-23,630.5974937746843,2415.723349419648,307469.79199546913,0.4598379157684968,-1,0.23656481224956616,0.008827286797359949,0.010759664696095576,0.020613084215025567,0.01037318911634845,0.4598379157684968,0
2025-10-27,2025-10-24,595.9615539519955,2529.496828618796,310044.10745089885,0.4362779081340815,-1,0.23650860546255048,0.008827202343534664,0.010398867776290874,0.0206268147495279,0.010084534689739633,0.43627790813408157,0
